gene	n_isolates	prevalence	single_copy_frac	excluded_reason	is_core_cds
group_3707	39	0.0317	1.0		False
group_3706	39	0.0317	1.0		False
group_3080	39	0.0317	1.0		False
group_2776	39	0.0317	1.0		False
group_2673	39	0.0317	1.0		False
group_2656	39	0.0317	1.0		False
group_2563	39	0.0317	1.0		False
group_2538	39	0.0317	1.0		False
sej	39	0.0317	1.0		False
group_2504	39	0.0317	1.0		False
group_2487	39	0.0317	1.0		False
group_2303	39	0.0317	1.0		False
ser	39	0.0317	0.9744		False
group_2169	39	0.0317	1.0		False
ytxH	39	0.0317	0.9487		False
group_1706	39	0.0317	1.0		False
group_1621	39	0.0317	1.0		False
group_1605	39	0.0317	1.0		False
group_1149	39	0.0317	1.0		False
copB	39	0.0317	0.9744		False
group_583	39	0.0317	0.7692		False
group_366	39	0.0317	1.0		False
group_317	39	0.0317	1.0		False
group_190	39	0.0317	1.0		False
group_5731	38	0.0309	0.9737		False
group_5666	38	0.0309	1.0		False
group_5409	38	0.0309	0.9474		False
group_5338	38	0.0309	1.0		False
group_5287	38	0.0309	1.0		False
group_5257	38	0.0309	1.0		False
group_5145	38	0.0309	0.9737		False
group_4660	38	0.0309	1.0		False
group_4190	38	0.0309	1.0		False
group_3411	38	0.0309	0.9211		False
group_3324	38	0.0309	0.8684		False
group_2529	38	0.0309	1.0		False
group_2308	38	0.0309	1.0		False
group_2212	38	0.0309	1.0		False
group_2035	38	0.0309	1.0		False
group_1623	38	0.0309	1.0		False
group_955	38	0.0309	0.8947		False
group_837	38	0.0309	1.0		False
group_836	38	0.0309	0.9737		False
group_428	38	0.0309	1.0		False
group_247	38	0.0309	1.0		False
group_58	38	0.0309	1.0		False
group_5412	37	0.0301	1.0		False
group_4077	37	0.0301	0.9459		False
group_4009	37	0.0301	1.0		False
group_3502	37	0.0301	1.0		False
group_3415	37	0.0301	0.9459		False
group_3164	37	0.0301	0.5676		False
group_2734	37	0.0301	0.973		False
group_2108	37	0.0301	1.0		False
group_2060	37	0.0301	1.0		False
ccrA~~~recA	37	0.0301	1.0		False
group_1208	37	0.0301	1.0		False
group_1152	37	0.0301	1.0		False
group_1120	37	0.0301	0.973		False
group_1116	37	0.0301	1.0		False
mupA	37	0.0301	0.9459		False
group_493	37	0.0301	1.0		False
group_485	37	0.0301	1.0		False
group_5457	36	0.0292	1.0		False
group_5449	36	0.0292	1.0		False
group_5402	36	0.0292	0.9722		False
group_5367	36	0.0292	1.0		False
group_5366	36	0.0292	1.0		False
group_4816	36	0.0292	1.0		False
group_4008	36	0.0292	1.0		False
group_3828	36	0.0292	1.0		False
group_3693	36	0.0292	1.0		False
group_3645	36	0.0292	0.9444		False
pfkB	36	0.0292	0.7778		False
group_3165	36	0.0292	0.9444		False
group_2799	36	0.0292	1.0		False
group_1642	36	0.0292	1.0		False
group_1634	36	0.0292	1.0		False
group_1101	36	0.0292	0.9444		False
group_1075	36	0.0292	1.0		False
group_1037	36	0.0292	1.0		False
group_1016	36	0.0292	1.0		False
group_903	36	0.0292	1.0		False
group_898	36	0.0292	1.0		False
group_790	36	0.0292	1.0		False
group_774	36	0.0292	0.9722		False
group_487	36	0.0292	1.0		False
group_396	36	0.0292	1.0		False
group_395	36	0.0292	1.0		False
group_75	36	0.0292	1.0		False
group_61	36	0.0292	0.9167		False
group_28	36	0.0292	0.8611		False
group_6796	35	0.0284	1.0		False
group_5416	35	0.0284	1.0		False
group_5386	35	0.0284	1.0		False
group_5331	35	0.0284	1.0		False
group_5311	35	0.0284	0.9429		False
group_5077	35	0.0284	0.9429		False
group_4608	35	0.0284	1.0		False
group_4436	35	0.0284	1.0		False
group_4131	35	0.0284	1.0		False
group_4073	35	0.0284	1.0		False
group_4070	35	0.0284	1.0		False
hisH	35	0.0284	1.0		False
group_3511	35	0.0284	1.0		False
group_3477	35	0.0284	1.0		False
group_2823	35	0.0284	0.9143		False
dprA	35	0.0284	1.0		False
group_2659	35	0.0284	1.0		False
group_2473	35	0.0284	0.9714		False
group_2227	35	0.0284	1.0		False
group_1797	35	0.0284	1.0		False
group_1785	35	0.0284	1.0		False
group_1744	35	0.0284	1.0		False
group_1685	35	0.0284	1.0		False
sem	35	0.0284	1.0		False
group_1257	35	0.0284	0.9429		False
group_1027	35	0.0284	1.0		False
cstA	35	0.0284	1.0		False
cstR	35	0.0284	1.0		False
group_717	35	0.0284	1.0		False
group_548	35	0.0284	0.9429		False
group_7580	34	0.0276	1.0		False
group_7453	34	0.0276	1.0		False
group_5833	34	0.0276	1.0		False
group_5423	34	0.0276	1.0		False
group_4614	34	0.0276	1.0		False
group_4535	34	0.0276	0.9412		False
group_4299	34	0.0276	1.0		False
group_4233	34	0.0276	1.0		False
group_4232	34	0.0276	0.9706		False
group_3929	34	0.0276	1.0		False
group_3864	34	0.0276	1.0		False
group_3551	34	0.0276	1.0		False
group_3396	34	0.0276	1.0		False
group_3107	34	0.0276	1.0		False
group_2849	34	0.0276	0.9412		False
group_2540	34	0.0276	0.9706		False
group_2150	34	0.0276	1.0		False
group_1444	34	0.0276	1.0		False
group_1303	34	0.0276	1.0		False
group_1176	34	0.0276	1.0		False
group_1103	34	0.0276	1.0		False
group_1048	34	0.0276	1.0		False
group_963	34	0.0276	1.0		False
group_783	34	0.0276	1.0		False
group_491	34	0.0276	1.0		False
group_409	34	0.0276	0.9706		False
group_261	34	0.0276	1.0		False
yydG~~~yydH	34	0.0276	0.0588		False
group_4	34	0.0276	1.0		False
group_7568	33	0.0268	0.9697		False
group_5586	33	0.0268	1.0		False
group_5359	33	0.0268	0.9697		False
group_5186	33	0.0268	0.9697		False
group_4921	33	0.0268	1.0		False
group_4183	33	0.0268	1.0		False
group_3995	33	0.0268	1.0		False
group_3845	33	0.0268	1.0		False
group_3454	33	0.0268	1.0		False
group_3325	33	0.0268	1.0		False
group_3044	33	0.0268	1.0		False
group_2936	33	0.0268	0.9394		False
group_2731	33	0.0268	0.9091		False
group_1872	33	0.0268	1.0		False
group_1832	33	0.0268	1.0		False
group_1543	33	0.0268	1.0		False
group_1529	33	0.0268	1.0		False
group_1476	33	0.0268	1.0		False
group_1006	33	0.0268	0.9394		False
group_927	33	0.0268	1.0		False
group_923	33	0.0268	0.9697		False
group_695	33	0.0268	1.0		False
group_575	33	0.0268	0.8485		False
tnp	33	0.0268	1.0		False
group_7527	32	0.026	1.0		False
group_5418	32	0.026	1.0		False
group_4332	32	0.026	1.0		False
group_4165	32	0.026	1.0		False
group_4142	32	0.026	1.0		False
group_4053	32	0.026	1.0		False
group_3573	32	0.026	1.0		False
group_3287	32	0.026	1.0		False
group_3135	32	0.026	1.0		False
group_3047	32	0.026	1.0		False
group_2913	32	0.026	0.9062		False
group_2912	32	0.026	1.0		False
group_2910	32	0.026	0.9688		False
group_2829	32	0.026	1.0		False
group_2704	32	0.026	0.9688		False
jmjC	32	0.026	1.0		False
group_2703	32	0.026	0.5938		False
group_2670	32	0.026	1.0		False
group_2559	32	0.026	1.0		False
group_2037	32	0.026	1.0		False
group_1965	32	0.026	1.0		False
group_1946	32	0.026	1.0		False
group_1906	32	0.026	1.0		False
group_1884	32	0.026	1.0		False
fexA	32	0.026	1.0		False
group_1748	32	0.026	1.0		False
group_1747	32	0.026	1.0		False
group_1746	32	0.026	1.0		False
group_1486	32	0.026	1.0		False
group_1133	32	0.026	1.0		False
ses	32	0.026	1.0		False
group_1077	32	0.026	1.0		False
group_1017	32	0.026	1.0		False
group_808	32	0.026	0.5938		False
group_805	32	0.026	0.5938		False
group_782	32	0.026	1.0		False
group_730	32	0.026	1.0		False
group_544	32	0.026	1.0		False
group_504	32	0.026	1.0		False
group_7547	31	0.0252	1.0		False
group_7100	31	0.0252	1.0		False
group_6636	31	0.0252	1.0		False
group_5818	31	0.0252	1.0		False
group_5375	31	0.0252	1.0		False
group_5283	31	0.0252	1.0		False
group_5255	31	0.0252	1.0		False
group_4315	31	0.0252	0.9677		False
group_4026	31	0.0252	0.9355		False
group_4020	31	0.0252	0.9677		False
group_3840	31	0.0252	1.0		False
group_3787	31	0.0252	0.871		False
gltR	31	0.0252	1.0		False
group_3505	31	0.0252	1.0		False
group_2985	31	0.0252	1.0		False
group_2800	31	0.0252	1.0		False
group_2375	31	0.0252	1.0		False
group_2292	31	0.0252	1.0		False
group_2258	31	0.0252	1.0		False
group_2016	31	0.0252	1.0		False
group_1594	31	0.0252	1.0		False
group_1526	31	0.0252	1.0		False
group_1130	31	0.0252	1.0		False
group_948	31	0.0252	1.0		False
group_702	31	0.0252	0.9677		False
group_500	31	0.0252	0.9355		False
group_484	31	0.0252	1.0		False
group_170	31	0.0252	1.0		False
group_161	31	0.0252	1.0		False
group_116	31	0.0252	1.0		False
group_105	31	0.0252	0.9677		False
group_102	31	0.0252	1.0		False
group_7584	30	0.0244	1.0		False
group_7484	30	0.0244	1.0		False
group_7182	30	0.0244	0.9		False
group_7180	30	0.0244	1.0		False
group_7138	30	0.0244	1.0		False
group_5571	30	0.0244	1.0		False
group_5443	30	0.0244	1.0		False
group_5280	30	0.0244	1.0		False
group_4536	30	0.0244	1.0		False
group_4534	30	0.0244	1.0		False
group_4182	30	0.0244	1.0		False
group_3885	30	0.0244	1.0		False
group_3829	30	0.0244	0.9333		False
group_3724	30	0.0244	1.0		False
group_2539	30	0.0244	0.9		False
group_2180	30	0.0244	1.0		False
group_1739	30	0.0244	1.0		False
group_1654	30	0.0244	1.0		False
group_1523	30	0.0244	1.0		False
group_1512	30	0.0244	1.0		False
group_1334	30	0.0244	1.0		False
group_1285	30	0.0244	1.0		False
group_1281	30	0.0244	1.0		False
group_1186	30	0.0244	1.0		False
group_1153	30	0.0244	0.9		False
group_1105	30	0.0244	1.0		False
group_1045	30	0.0244	0.9667		False
group_945	30	0.0244	1.0		False
group_941	30	0.0244	1.0		False
group_937	30	0.0244	1.0		False
group_866	30	0.0244	1.0		False
group_720	30	0.0244	1.0		False
group_516	30	0.0244	1.0		False
group_462	30	0.0244	1.0		False
group_248	30	0.0244	1.0		False
sed	30	0.0244	1.0		False
group_7141	29	0.0236	1.0		False
group_7140	29	0.0236	1.0		False
group_7139	29	0.0236	1.0		False
group_4997	29	0.0236	1.0		False
group_4996	29	0.0236	1.0		False
group_4499	29	0.0236	1.0		False
group_4284	29	0.0236	1.0		False
group_4196	29	0.0236	1.0		False
group_4184	29	0.0236	1.0		False
group_3871	29	0.0236	0.9655		False
group_3858	29	0.0236	1.0		False
group_3824	29	0.0236	1.0		False
yydF	29	0.0236	1.0		False
group_3369	29	0.0236	0.9655		False
group_2957	29	0.0236	0.9655		False
group_2689	29	0.0236	1.0		False
group_2640	29	0.0236	1.0		False
group_2513	29	0.0236	1.0		False
group_2361	29	0.0236	0.6552		False
group_2217	29	0.0236	1.0		False
group_1984	29	0.0236	1.0		False
group_1737	29	0.0236	1.0		False
group_1635	29	0.0236	1.0		False
group_1240	29	0.0236	1.0		False
group_1066	29	0.0236	1.0		False
group_1063	29	0.0236	1.0		False
group_1062	29	0.0236	1.0		False
group_1034	29	0.0236	1.0		False
group_1033	29	0.0236	1.0		False
group_1018	29	0.0236	0.9655		False
group_961	29	0.0236	1.0		False
group_817	29	0.0236	0.9655		False
group_584	29	0.0236	1.0		False
group_494	29	0.0236	1.0		False
group_307	29	0.0236	1.0		False
sel31	29	0.0236	1.0		False
group_7611	28	0.0227	1.0		False
group_7384	28	0.0227	1.0		False
group_7179	28	0.0227	1.0		False
group_5428	28	0.0227	1.0		False
group_5264	28	0.0227	1.0		False
group_4485	28	0.0227	1.0		False
group_3945	28	0.0227	1.0		False
group_3940	28	0.0227	1.0		False
group_3727	28	0.0227	0.9643		False
group_3554	28	0.0227	1.0		False
group_3186	28	0.0227	1.0		False
group_3132	28	0.0227	1.0		False
group_2954	28	0.0227	1.0		False
group_2898	28	0.0227	1.0		False
group_2688	28	0.0227	1.0		False
group_2677	28	0.0227	1.0		False
group_2618	28	0.0227	1.0		False
group_2270	28	0.0227	1.0		False
group_2100	28	0.0227	1.0		False
group_1627	28	0.0227	1.0		False
group_1616	28	0.0227	1.0		False
group_1536	28	0.0227	1.0		False
group_1401	28	0.0227	1.0		False
group_1294	28	0.0227	0.9286		False
group_1206	28	0.0227	1.0		False
group_780	28	0.0227	0.9286		False
group_726	28	0.0227	1.0		False
group_652	28	0.0227	1.0		False
group_640	28	0.0227	1.0		False
group_404	28	0.0227	1.0		False
group_111	28	0.0227	1.0		False
group_5653	27	0.0219	1.0		False
group_5154	27	0.0219	1.0		False
group_4616	27	0.0219	1.0		False
group_3757	27	0.0219	1.0		False
group_3631	27	0.0219	1.0		False
ermB	27	0.0219	1.0		False
group_3212	27	0.0219	1.0		False
group_3110	27	0.0219	1.0		False
group_2860	27	0.0219	0.2963		False
group_2533	27	0.0219	1.0		False
group_2469	27	0.0219	0.7407		False
group_2083	27	0.0219	1.0		False
tetL	27	0.0219	1.0		False
group_1926	27	0.0219	1.0		False
group_1687	27	0.0219	1.0		False
group_1413	27	0.0219	1.0		False
group_756	27	0.0219	1.0		False
group_681	27	0.0219	1.0		False
group_598	27	0.0219	1.0		False
group_155	27	0.0219	1.0		False
group_5012	26	0.0211	0.9231		False
group_4385	26	0.0211	1.0		False
group_4258	26	0.0211	1.0		False
group_4174	26	0.0211	1.0		False
group_4172	26	0.0211	1.0		False
group_3385	26	0.0211	1.0		False
group_3362	26	0.0211	0.9615		False
group_3268	26	0.0211	1.0		False
group_3168	26	0.0211	1.0		False
group_3109	26	0.0211	1.0		False
group_3085	26	0.0211	1.0		False
group_2700	26	0.0211	0.9615		False
group_2693	26	0.0211	1.0		False
group_2516	26	0.0211	0.9231		False
group_2465	26	0.0211	0.9615		False
group_2434	26	0.0211	1.0		False
group_2404	26	0.0211	1.0		False
group_2383	26	0.0211	1.0		False
group_2315	26	0.0211	1.0		False
group_2235	26	0.0211	1.0		False
group_2205	26	0.0211	1.0		False
group_2159	26	0.0211	1.0		False
group_2104	26	0.0211	0.9615		False
group_2069	26	0.0211	1.0		False
group_2001	26	0.0211	1.0		False
group_1845	26	0.0211	1.0		False
ftsK	26	0.0211	1.0		False
thsA	26	0.0211	1.0		False
group_1765	26	0.0211	1.0		False
group_1720	26	0.0211	1.0		False
tnsE	26	0.0211	1.0		False
tnsD	26	0.0211	1.0		False
seg	26	0.0211	1.0		False
group_1408	26	0.0211	1.0		False
group_1407	26	0.0211	1.0		False
group_1202	26	0.0211	1.0		False
group_119	26	0.0211	1.0		False
ardA	26	0.0211	1.0		False
group_7578	25	0.0203	1.0		False
group_7493	25	0.0203	0.84		False
group_7439	25	0.0203	1.0		False
group_7395	25	0.0203	1.0		False
group_7010	25	0.0203	1.0		False
group_7008	25	0.0203	1.0		False
group_6798	25	0.0203	1.0		False
group_4444	25	0.0203	1.0		False
group_4390	25	0.0203	1.0		False
group_4342	25	0.0203	1.0		False
group_4103	25	0.0203	1.0		False
group_4012	25	0.0203	1.0		False
group_3728	25	0.0203	0.96		False
group_3634	25	0.0203	0.92		False
group_3583	25	0.0203	1.0		False
group_3457	25	0.0203	1.0		False
group_2517	25	0.0203	1.0		False
group_2495	25	0.0203	1.0		False
group_2351	25	0.0203	1.0		False
group_2023	25	0.0203	1.0		False
group_2006	25	0.0203	1.0		False
group_1618	25	0.0203	1.0		False
group_1617	25	0.0203	1.0		False
group_1488	25	0.0203	1.0		False
group_1242	25	0.0203	1.0		False
group_1233	25	0.0203	1.0		False
group_1161	25	0.0203	1.0		False
group_980	25	0.0203	0.76		False
group_829	25	0.0203	1.0		False
group_706	25	0.0203	0.88		False
group_369	25	0.0203	1.0		False
group_7664	24	0.0195	1.0		False
group_7579	24	0.0195	1.0		False
group_7421	24	0.0195	0.9583		False
group_7398	24	0.0195	0.6667		False
group_7170	24	0.0195	1.0		False
group_6771	24	0.0195	1.0		False
group_5547	24	0.0195	1.0		False
group_5519	24	0.0195	1.0		False
group_5363	24	0.0195	1.0		False
group_4718	24	0.0195	0.9583		False
group_4715	24	0.0195	1.0		False
group_4621	24	0.0195	1.0		False
group_4440	24	0.0195	0.8333		False
group_4405	24	0.0195	1.0		False
group_4318	24	0.0195	1.0		False
group_4246	24	0.0195	1.0		False
group_4160	24	0.0195	1.0		False
group_3927	24	0.0195	0.7083		False
group_3897	24	0.0195	1.0		False
group_3708	24	0.0195	1.0		False
group_3542	24	0.0195	1.0		False
group_3471	24	0.0195	0.9583		False
group_3468	24	0.0195	1.0		False
group_3462	24	0.0195	1.0		False
group_3373	24	0.0195	0.875		False
group_3221	24	0.0195	0.7083		False
araC	24	0.0195	1.0		False
group_3026	24	0.0195	0.75		False
kdpD	24	0.0195	0.9583		False
group_2937	24	0.0195	0.9583		False
group_2915	24	0.0195	1.0		False
group_2690	24	0.0195	1.0		False
group_2624	24	0.0195	1.0		False
group_2555	24	0.0195	1.0		False
group_2491	24	0.0195	1.0		False
group_2472	24	0.0195	1.0		False
group_2382	24	0.0195	1.0		False
abiV	24	0.0195	1.0		False
group_2249	24	0.0195	1.0		False
set	24	0.0195	0.7917		False
group_2154	24	0.0195	0.9583		False
group_2067	24	0.0195	0.9167		False
group_2038	24	0.0195	1.0		False
group_2025	24	0.0195	1.0		False
group_1997	24	0.0195	1.0		False
group_1935	24	0.0195	1.0		False
kdpE	24	0.0195	1.0		False
group_1789	24	0.0195	1.0		False
group_1684	24	0.0195	1.0		False
group_1669	24	0.0195	1.0		False
group_1650	24	0.0195	1.0		False
group_1620	24	0.0195	1.0		False
group_1570	24	0.0195	1.0		False
group_1525	24	0.0195	1.0		False
group_1513	24	0.0195	1.0		False
group_1443	24	0.0195	1.0		False
group_1426	24	0.0195	1.0		False
group_1225	24	0.0195	1.0		False
group_1155	24	0.0195	1.0		False
group_1115	24	0.0195	1.0		False
group_776	24	0.0195	1.0		False
group_757	24	0.0195	1.0		False
group_742	24	0.0195	1.0		False
group_574	24	0.0195	1.0		False
group_560	24	0.0195	1.0		False
group_257	24	0.0195	1.0		False
group_231	24	0.0195	1.0		False
group_178	24	0.0195	1.0		False
group_162	24	0.0195	1.0		False
group_136	24	0.0195	1.0		False
group_39	24	0.0195	1.0		False
mobC	23	0.0187	1.0		False
qac~~~qacC	23	0.0187	1.0		False
group_7588	23	0.0187	0.9565		False
group_7502	23	0.0187	0.9565		False
group_7490	23	0.0187	1.0		False
group_7459	23	0.0187	1.0		False
group_7181	23	0.0187	1.0		False
group_7137	23	0.0187	1.0		False
group_6803	23	0.0187	1.0		False
group_6802	23	0.0187	1.0		False
group_6801	23	0.0187	1.0		False
group_6800	23	0.0187	0.9565		False
group_6799	23	0.0187	1.0		False
group_6797	23	0.0187	1.0		False
group_6795	23	0.0187	1.0		False
group_5869	23	0.0187	1.0		False
group_5634	23	0.0187	0.9565		False
group_5441	23	0.0187	1.0		False
group_5420	23	0.0187	1.0		False
group_5286	23	0.0187	1.0		False
group_4579	23	0.0187	1.0		False
group_4269	23	0.0187	1.0		False
group_4207	23	0.0187	0.9565		False
group_4155	23	0.0187	1.0		False
group_4114	23	0.0187	1.0		False
group_4080	23	0.0187	1.0		False
group_4003	23	0.0187	0.913		False
group_3972	23	0.0187	1.0		False
group_3801	23	0.0187	1.0		False
group_3774	23	0.0187	1.0		False
group_3769	23	0.0187	0.9565		False
group_3658	23	0.0187	1.0		False
group_3367	23	0.0187	1.0		False
group_3350	23	0.0187	1.0		False
group_3313	23	0.0187	1.0		False
group_3292	23	0.0187	1.0		False
group_3251	23	0.0187	1.0		False
group_3237	23	0.0187	0.913		False
group_3224	23	0.0187	1.0		False
group_3170	23	0.0187	0.913		False
group_3169	23	0.0187	0.9565		False
group_2952	23	0.0187	0.913		False
group_2900	23	0.0187	0.8696		False
group_2771	23	0.0187	0.8261		False
group_2768	23	0.0187	1.0		False
group_2669	23	0.0187	1.0		False
group_2442	23	0.0187	0.9565		False
group_2340	23	0.0187	1.0		False
group_2332	23	0.0187	1.0		False
group_2313	23	0.0187	0.8696		False
group_2222	23	0.0187	1.0		False
group_2215	23	0.0187	1.0		False
group_2061	23	0.0187	1.0		False
group_1918	23	0.0187	1.0		False
cadC	23	0.0187	1.0		False
group_1823	23	0.0187	1.0		False
group_1764	23	0.0187	1.0		False
group_1700	23	0.0187	1.0		False
group_1659	23	0.0187	1.0		False
group_1657	23	0.0187	1.0		False
group_1638	23	0.0187	1.0		False
group_1578	23	0.0187	1.0		False
group_1254	23	0.0187	1.0		False
group_1228	23	0.0187	1.0		False
group_1213	23	0.0187	1.0		False
group_1210	23	0.0187	1.0		False
group_1158	23	0.0187	1.0		False
group_1113	23	0.0187	1.0		False
group_1097	23	0.0187	1.0		False
group_902	23	0.0187	1.0		False
group_835	23	0.0187	1.0		False
group_669	23	0.0187	1.0		False
group_464	23	0.0187	1.0		False
group_447	23	0.0187	1.0		False
group_336	23	0.0187	1.0		False
group_274	23	0.0187	0.9565		False
group_7504	22	0.0179	0.9545		False
group_7460	22	0.0179	0.9545		False
group_7199	22	0.0179	1.0		False
traA	22	0.0179	1.0		False
traC	22	0.0179	1.0		False
trsE	22	0.0179	1.0		False
traD	22	0.0179	1.0		False
group_5865	22	0.0179	1.0		False
group_5610	22	0.0179	1.0		False
group_5603	22	0.0179	0.7727		False
group_5579	22	0.0179	1.0		False
group_5522	22	0.0179	1.0		False
group_5424	22	0.0179	0.9545		False
group_5365	22	0.0179	1.0		False
group_5302	22	0.0179	1.0		False
group_5301	22	0.0179	1.0		False
group_5300	22	0.0179	1.0		False
group_5299	22	0.0179	1.0		False
group_5165	22	0.0179	1.0		False
group_5114	22	0.0179	0.9091		False
group_4673	22	0.0179	0.9545		False
group_4431	22	0.0179	1.0		False
group_4416	22	0.0179	1.0		False
group_4148	22	0.0179	1.0		False
group_4024	22	0.0179	1.0		False
group_3836	22	0.0179	1.0		False
group_3834	22	0.0179	1.0		False
group_3743	22	0.0179	0.9545		False
group_3685	22	0.0179	1.0		False
group_3642	22	0.0179	1.0		False
group_3594	22	0.0179	1.0		False
group_3526	22	0.0179	0.1364		False
group_3432	22	0.0179	0.9545		False
group_3340	22	0.0179	1.0		False
group_3190	22	0.0179	1.0		False
group_3035	22	0.0179	0.9091		False
group_3022	22	0.0179	1.0		False
group_2908	22	0.0179	1.0		False
group_2889	22	0.0179	0.9091		False
group_2851	22	0.0179	1.0		False
etb	22	0.0179	1.0		False
group_2632	22	0.0179	1.0		False
group_2547	22	0.0179	0.9545		False
group_2515	22	0.0179	0.8636		False
group_2300	22	0.0179	1.0		False
lanM	22	0.0179	1.0		False
group_2248	22	0.0179	1.0		False
group_2206	22	0.0179	1.0		False
group_2142	22	0.0179	1.0		False
group_2031	22	0.0179	1.0		False
group_1914	22	0.0179	1.0		False
group_1912	22	0.0179	1.0		False
group_1909	22	0.0179	1.0		False
group_1903	22	0.0179	1.0		False
group_1658	22	0.0179	1.0		False
group_1646	22	0.0179	1.0		False
group_1608	22	0.0179	1.0		False
group_1577	22	0.0179	1.0		False
group_1524	22	0.0179	1.0		False
stsI	22	0.0179	1.0		False
group_1410	22	0.0179	1.0		False
group_1287	22	0.0179	1.0		False
group_676	22	0.0179	1.0		False
group_622	22	0.0179	1.0		False
group_474	22	0.0179	1.0		False
group_411	22	0.0179	1.0		False
group_329	22	0.0179	1.0		False
parR	22	0.0179	1.0		False
group_168	22	0.0179	1.0		False
group_144	22	0.0179	1.0		False
group_81	22	0.0179	1.0		False
group_80	22	0.0179	1.0		False
rmuC	22	0.0179	1.0		False
group_7450	21	0.0171	0.9524		False
group_7438	21	0.0171	0.9524		False
group_7200	21	0.0171	1.0		False
group_5684	21	0.0171	1.0		False
group_5584	21	0.0171	1.0		False
group_5567	21	0.0171	1.0		False
group_5395	21	0.0171	0.6667		False
group_5274	21	0.0171	1.0		False
group_5204	21	0.0171	1.0		False
group_5094	21	0.0171	1.0		False
group_5090	21	0.0171	1.0		False
group_4541	21	0.0171	0.9524		False
group_4166	21	0.0171	1.0		False
group_3973	21	0.0171	1.0		False
group_3759	21	0.0171	1.0		False
group_3663	21	0.0171	1.0		False
group_3597	21	0.0171	1.0		False
group_3528	21	0.0171	1.0		False
group_3416	21	0.0171	1.0		False
group_3346	21	0.0171	1.0		False
group_3231	21	0.0171	0.1905		False
group_3205	21	0.0171	1.0		False
group_3180	21	0.0171	1.0		False
group_2882	21	0.0171	1.0		False
group_2654	21	0.0171	1.0		False
group_2347	21	0.0171	1.0		False
group_2336	21	0.0171	1.0		False
group_1894	21	0.0171	0.7619		False
group_1825	21	0.0171	1.0		False
group_1648	21	0.0171	1.0		False
group_1590	21	0.0171	1.0		False
group_1442	21	0.0171	1.0		False
group_1111	21	0.0171	1.0		False
group_972	21	0.0171	1.0		False
group_930	21	0.0171	1.0		False
group_826	21	0.0171	1.0		False
group_779	21	0.0171	1.0		False
group_677	21	0.0171	1.0		False
group_546	21	0.0171	0.9048		False
group_322	21	0.0171	1.0		False
group_154	21	0.0171	1.0		False
group_7631	20	0.0162	1.0		False
group_7462	20	0.0162	1.0		False
group_7254	20	0.0162	1.0		False
group_7252	20	0.0162	1.0		False
group_7244	20	0.0162	1.0		False
group_5733	20	0.0162	1.0		False
group_5553	20	0.0162	0.7		False
group_5269	20	0.0162	1.0		False
group_5089	20	0.0162	1.0		False
group_4782	20	0.0162	1.0		False
group_4710	20	0.0162	1.0		False
group_4622	20	0.0162	0.85		False
group_4274	20	0.0162	1.0		False
group_4154	20	0.0162	1.0		False
group_4127	20	0.0162	1.0		False
group_3990	20	0.0162	0.95		False
group_3962	20	0.0162	1.0		False
group_3861	20	0.0162	1.0		False
group_3782	20	0.0162	1.0		False
group_3723	20	0.0162	1.0		False
group_3644	20	0.0162	1.0		False
group_3632	20	0.0162	1.0		False
group_3482	20	0.0162	1.0		False
group_3377	20	0.0162	1.0		False
group_3339	20	0.0162	1.0		False
group_3141	20	0.0162	0.9		False
group_3112	20	0.0162	1.0		False
group_3033	20	0.0162	1.0		False
group_3001	20	0.0162	0.6		False
group_2934	20	0.0162	1.0		False
group_2928	20	0.0162	0.9		False
group_2664	20	0.0162	1.0		False
group_2400	20	0.0162	1.0		False
group_2186	20	0.0162	1.0		False
group_2122	20	0.0162	1.0		False
group_2105	20	0.0162	1.0		False
group_1916	20	0.0162	1.0		False
group_1672	20	0.0162	1.0		False
group_1607	20	0.0162	1.0		False
group_1592	20	0.0162	1.0		False
group_1547	20	0.0162	1.0		False
merR	20	0.0162	0.95		False
group_1192	20	0.0162	1.0		False
group_666	20	0.0162	1.0		False
group_618	20	0.0162	1.0		False
group_532	20	0.0162	1.0		False
group_212	20	0.0162	1.0		False
group_104	20	0.0162	1.0		False
group_100	20	0.0162	1.0		False
group_7589	19	0.0154	0.8947		False
group_7449	19	0.0154	1.0		False
group_7243	19	0.0154	1.0		False
group_5580	19	0.0154	1.0		False
group_4924	19	0.0154	1.0		False
group_4504	19	0.0154	1.0		False
group_4452	19	0.0154	1.0		False
group_4130	19	0.0154	1.0		False
group_4079	19	0.0154	1.0		False
group_4043	19	0.0154	1.0		False
group_3817	19	0.0154	1.0		False
group_3628	19	0.0154	1.0		False
group_3443	19	0.0154	1.0		False
group_2953	19	0.0154	1.0		False
group_2783	19	0.0154	1.0		False
group_2572	19	0.0154	1.0		False
group_2552	19	0.0154	1.0		False
group_2346	19	0.0154	1.0		False
nusB	19	0.0154	1.0		False
group_2188	19	0.0154	1.0		False
group_2175	19	0.0154	1.0		False
group_1821	19	0.0154	1.0		False
group_1688	19	0.0154	1.0		False
secB	19	0.0154	1.0		False
group_1198	19	0.0154	1.0		False
ftsH	19	0.0154	1.0		False
group_834	19	0.0154	1.0		False
group_592	19	0.0154	1.0		False
group_588	19	0.0154	1.0		False
group_194	19	0.0154	1.0		False
group_7662	18	0.0146	0.6667		False
group_7658	18	0.0146	1.0		False
